slot,slot_file,source_file,work,layer_status,provider,script,source_sha256,upstream,upstream_commit,provenance_status
24,24_VINAYA_TIKA_MANUALS.txt,romn/vin08t.nrf.xml,Vinayapiṭake,ṬĪKĀ — VINAYA EXEGESIS,Vipassana Research Institute / Tipitaka.org,Roman Pāli,1a87b4c6b253cf7c973b143f51e8d27a5050413842d41cd3827be595269e018c,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
24,24_VINAYA_TIKA_MANUALS.txt,romn/vin09t.nrf.xml,Kaṅkhāvitaraṇīpurāṇa-ṭīkā,ṬĪKĀ — VINAYA EXEGESIS,Vipassana Research Institute / Tipitaka.org,Roman Pāli,408207475215e9d526411cf4322dd8141f6d305ff523b483e7d9b70e5354e400,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
24,24_VINAYA_TIKA_MANUALS.txt,romn/vin10t.nrf.xml,Vinayavinicchayo,POST-CANONICAL VINAYA MANUAL,Vipassana Research Institute / Tipitaka.org,Roman Pāli,71147526e4ed6f4bcacf5b64789e9e41146fe19eb3c723f2588acde8c9edcdec,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
24,24_VINAYA_TIKA_MANUALS.txt,romn/vin11t.nrf.xml,Vinayavinicchayaṭīkā,ṬĪKĀ — VINAYA EXEGESIS,Vipassana Research Institute / Tipitaka.org,Roman Pāli,3bd76233f9396805e89e4bc1d7fd1d6e2f45b3f59e8c4a733cffc526e1c14fed,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
24,24_VINAYA_TIKA_MANUALS.txt,romn/vin12t.nrf.xml,Vinayapiṭake,YOJANĀ / VINAYA EXEGESIS,Vipassana Research Institute / Tipitaka.org,Roman Pāli,5c1c2882435888daea155f4480f3a0d0b90f440bec4ade3583d365774a6e4cf3,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
24,24_VINAYA_TIKA_MANUALS.txt,romn/vin13t.nrf.xml,Khuddasikkhā-mūlasikkhā,POST-CANONICAL VINAYA MANUALS,Vipassana Research Institute / Tipitaka.org,Roman Pāli,4113a749127f0e50dbf7d81f2a2ac0900ca11b4edd345418014d17cd6bd49307,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
24,24_VINAYA_TIKA_MANUALS.txt,romn/e1102n.nrf.xml,Sīmavisodhanī,POST-CANONICAL VINAYA TREATISE — SĪMĀ,Vipassana Research Institute / Tipitaka.org,Roman Pāli,75f5b2866da42412944016bcc0615e0c2d68e9dd8e1505e64b779dffa38dcab1,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
25,25_ABHIDHAMMA_TIKA_MANUALS.txt,romn/abh01t.tik.xml,Abhidhammapiṭake,ṬĪKĀ,Vipassana Research Institute / Tipitaka.org,Roman Pāli,860bedfce559f20a17aefc620b078304089813b3d325a278eff74f300192f16e,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
25,25_ABHIDHAMMA_TIKA_MANUALS.txt,romn/abh02t.tik.xml,Abhidhammapiṭake,ṬĪKĀ,Vipassana Research Institute / Tipitaka.org,Roman Pāli,4755bc52e07c5504913b9a432cda010cdfbf24775fe8f756e673950020d83830,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
25,25_ABHIDHAMMA_TIKA_MANUALS.txt,romn/abh03t.tik.xml,Abhidhammapiṭake,ṬĪKĀ,Vipassana Research Institute / Tipitaka.org,Roman Pāli,a408fe03fa67a522639b7c7c07de42550b1f430fc4b7ac74b6c17d0ae7a910c6,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
25,25_ABHIDHAMMA_TIKA_MANUALS.txt,romn/abh04t.nrf.xml,Abhidhammapiṭake,ANUṬĪKĀ — ABHIDHAMMA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,10a60ce8e8f8880f35750e916717edac17f64650804523c8e5f3712764b1d1f1,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
25,25_ABHIDHAMMA_TIKA_MANUALS.txt,romn/abh05t.nrf.xml,Abhidhammapiṭake,ANUṬĪKĀ — ABHIDHAMMA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,d2fa089de31c1f44d7f0c8692eee0f3a17f2a1b84d2f11d3a77e6aaa18ffed46,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
25,25_ABHIDHAMMA_TIKA_MANUALS.txt,romn/abh06t.nrf.xml,Abhidhammāvatāro,POST-CANONICAL ABHIDHAMMA MANUAL — COMMENTARIAL ERA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,486792e4aff388f865fc22a2b826acc31beb5eb48936419e36c73ee54b21087d,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
25,25_ABHIDHAMMA_TIKA_MANUALS.txt,romn/abh07t.nrf.xml,Abhidhammatthasaṅgaho,POST-CANONICAL ABHIDHAMMA MANUAL — MEDIEVAL,Vipassana Research Institute / Tipitaka.org,Roman Pāli,d44e930247bc06dd0ed2c4d7729e467675b0de84eedc000b9237f09fe9520b15,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
25,25_ABHIDHAMMA_TIKA_MANUALS.txt,romn/abh08t.nrf.xml,Abhidhammāvatāra-purāṇaṭīkā,ṬĪKĀ — ABHIDHAMMA MANUAL,Vipassana Research Institute / Tipitaka.org,Roman Pāli,271e50010fdd002699963010db0213aa03eb957d76d42f52e9fd2ce5de8c83d8,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
25,25_ABHIDHAMMA_TIKA_MANUALS.txt,external/ruparupavibhaga/RUPARUPAVIBHAGA_PTS1915_DIPLOMATIC_v1.txt,Rūpārūpavibhāga,POST-CANONICAL ABHIDHAMMA MANUAL — DIPLOMATIC PTS-BASED TEXT,,Roman Pāli,a4b40ead381ec831a0df96c560de527fbf80cb08f40dad37977a1ea1d75a892f,PTS 1915 printed edition control + local verified transcription,,VERIFIED_C2B5_DIPLOMATIC_EXTERNAL
